,model,Ouput,_id,downloads,likes,architectures,datasets,language,metrics,pipeline_tag,lastModified,tags,#classes,is_sa
250,warwickai/fin-perceiver,"['neutral', 'positive', 'negative']",621ffdc136468d709f18164c,9.0,3.0,['PerceiverForSequenceClassification'],['financial_phrasebank'],en,"['recall', 'f1', 'accuracy', 'precision']",text-classification,2023-07-01T16:08:54.000Z,"['transformers', 'pytorch', 'safetensors', 'perceiver', 'text-classification', 'en', 'dataset:financial_phrasebank', 'doi:10.57967/hf/0060', 'financial-sentiment-analysis', 'sentiment-analysis', 'language-perceiver', 'license:apache-2.0', 'model-index', 'has_space', 'region:us']",3,y
251,rohanrajpal/bert-base-en-es-codemix-cased,"['negative', 'positive', 'neutral']",621ffdc136468d709f17fe6d,9.0,0.0,['BertForSequenceClassification'],['SAIL 2017'],"['es', 'en']","['fscore', 'accuracy', 'precision', 'recall']",text-classification,2021-05-19T00:26:38.000Z,"['transformers', 'pytorch', 'tf', 'jax', 'bert', 'text-classification', 'es', 'en', 'dataset:SAIL 2017', 'codemix', 'license:apache-2.0', 'region:us']",3,y
252,langecod/Financial_Phrasebank_RoBERTa,"['Neutral', 'Positive', 'Negative']",650e4fc2be2dd282dc94a4ff,8.0,0.0,['RobertaForSequenceClassification'],['financial_phrasebank'],,,text-classification,2023-09-26T03:05:48.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'dataset:financial_phrasebank', 'endpoints_compatible', 'region:us']",3,y
253,brema76/vaccine_event_it,"['Positive', 'Adverse', 'Neutral']",6344170d29de2293e7e24ad5,8.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-01-19T14:22:58.000Z,"['transformers', 'tf', 'bert', 'text-classification', 'arxiv:2301.05961', 'license:mit', 'region:us']",3,y
254,kullackaan/sentiment-tweets,"['Positive', 'Negative', 'Notr']",62b38c3c8c8fac72c97784ec,8.0,0.0,['BertForSequenceClassification'],,,,text-classification,2022-06-22T22:07:54.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'license:afl-3.0', 'region:us']",3,y
255,jayantapaul888/twitter-data-pysentimiento-robertuito-sentiment-finetuned-memes,"['2', '1', '0']",6363a6275a8b39563ac67e42,8.0,0.0,['RobertaForSequenceClassification'],,,"['accuracy', 'precision', 'recall', 'f1']",text-classification,2022-11-03T13:05:05.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'generated_from_trainer', 'region:us']",3,y
256,santis2/phrasebank-sentiment-analysis,"['neutral', 'positive', 'negative']",650bb8c0a27ba14323f00016,8.0,0.0,['BertForSequenceClassification'],['financial_phrasebank'],,"['f1', 'accuracy']",text-classification,2023-09-21T03:41:31.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'dataset:financial_phrasebank', 'generated_from_trainer', 'license:apache-2.0', 'model-index', 'region:us']",3,y
257,bardsai/finance-sentiment-de-base,"['neutral', 'negative', 'positive']",650835daf3060ea840faa177,8.0,0.0,['BertForSequenceClassification'],['datasets/financial_phrasebank'],de,"['f1', 'accuracy', 'precision', 'recall']",text-classification,2023-09-18T12:42:57.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'de', 'dataset:datasets/financial_phrasebank', 'financial-sentiment-analysis', 'sentiment-analysis', 'region:us']",3,y
258,everyl12/crisis_sentiment_roberta,"['Positive', 'Neutral', 'Negative']",6341c6f48d8089ebaef6cb86,8.0,0.0,['RobertaForSequenceClassification'],,,['accuracy'],text-classification,2022-10-09T03:56:23.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'generated_from_trainer', 'region:us']",3,y
259,cardiffnlp/xlm-roberta-base-tweet-sentiment-de,"['positive', 'negative', 'neutral']",6405aef6419d454526ce6324,8.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-03-22T14:57:00.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
260,Venkatesh4342/distilbert-helpdesk-sentence-sentiment,"['Positive', 'Neutral', 'Negative']",650dc924e14eeb01d427e9cc,8.0,0.0,['DistilBertForSequenceClassification'],,,"['accuracy', 'f1']",text-classification,2023-09-22T17:05:07.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
261,mrcaelumn/yelp_restaurant_review_sentiment_analysis,"['LABEL_2', 'LABEL_1', 'LABEL_0']",64341d991d83dc03c8e788ff,8.0,0.0,['DistilBertForSequenceClassification'],,['en'],"['accuracy', 'f1', 'precision']",text-classification,2023-08-01T06:09:05.000Z,"['transformers', 'pytorch', 'tensorboard', 'safetensors', 'distilbert', 'text-classification', 'en', 'region:us']",3,y
262,cardiffnlp/xlm-v-base-tweet-sentiment-es,"['positive', 'neutral', 'negative']",6423385b5224e7a03b57f94c,8.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-03-28T19:06:33.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
263,Kapiche/twitter-roberta-base-sentiment-latest,"['positive', 'neutral', 'negative']",64d0f04f3c4a1b39a011d93e,8.0,0.0,['RobertaForSequenceClassification'],['tweet_eval'],en,,text-classification,2023-09-04T22:49:50.000Z,"['transformers', 'pytorch', 'tf', 'safetensors', 'roberta', 'text-classification', 'en', 'dataset:tweet_eval', 'arxiv:2202.03829', 'region:us']",3,y
264,cardiffnlp/xlm-v-base-tweet-sentiment-it,"['positive', 'neutral', 'negative']",64232713ccb78df81e823ac6,8.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-03-28T17:50:11.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
265,bardsai/twitter-sentiment-pl-fast,"['positive', 'neutral', 'negative']",64b7c936ff6d81ae297f7cb0,7.0,0.0,['DistilBertForSequenceClassification'],['datasets/tweet_eval'],pl,"['f1', 'accuracy', 'precision', 'recall']",text-classification,2023-07-19T11:41:28.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'pl', 'dataset:datasets/tweet_eval', 'sentiment-analysis', 'twitter', 'region:us']",3,y
266,cardiffnlp/xlm-roberta-base-tweet-sentiment-en,"['positive', 'negative', 'neutral']",6422ffcdbbbbabc97c8b16d2,7.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-03-28T15:02:26.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
267,svalabs/twitter-xlm-roberta-bitcoin-sentiment,"['Positive', 'Neutral', 'Negative']",62723aa260a8d21bc2ab4257,7.0,1.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2022-05-12T09:28:14.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
268,DingYao/autotrain-fbert-singlish-5-1943965533,"['2', '1', '0']",635ff0df14657fb8cff3c099,7.0,0.0,,['DingYao/autotrain-data-fbert-singlish-5'],['unk'],,text-classification,2022-10-31T16:01:02.000Z,"['transformers', 'pytorch', 'unk', 'dataset:DingYao/autotrain-data-fbert-singlish-5', 'autotrain', 'text-classification', 'co2_eq_emissions', 'region:us']",3,y
269,bardsai/finance-sentiment-ja-base,"['neutral', 'positive', 'negative']",650849ed1ae953ff2f841e25,7.0,0.0,['BertForSequenceClassification'],['datasets/financial_phrasebank'],ja,"['f1', 'accuracy', 'precision', 'recall']",text-classification,2023-09-18T13:01:21.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'ja', 'dataset:datasets/financial_phrasebank', 'financial-sentiment-analysis', 'sentiment-analysis', 'region:us']",3,y
270,DunnBC22/distilbert-base-uncased-Financial_Sentiment_Analysis,"['LABEL_2', 'LABEL_0', 'LABEL_1']",632feab304b24dbdb9f2d0c1,7.0,1.0,['DistilBertForSequenceClassification'],,,"['accuracy, F1 Score']",text-classification,2023-05-11T19:50:05.000Z,"['transformers', 'pytorch', 'tensorboard', 'distilbert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
271,DunnBC22/distilbert-base-uncased-US_Airline_Twitter_Sentiment_Analysis,"['LABEL_2', 'LABEL_1', 'LABEL_0']",63b139ff1bc4bb9da213d89d,7.0,1.0,['DistilBertForSequenceClassification'],,['en'],"['accuracy', 'f1']",text-classification,2023-05-12T01:03:20.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'en', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
272,cardiffnlp/xlm-roberta-base-tweet-sentiment-fr,"['positive', 'neutral', 'negative']",6405ab8574c2ddcd64f8e509,7.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-03-22T23:01:56.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
273,GhylB/Sentiment_Analysis_DistilBERT,"['LABEL_1', 'LABEL_2', 'LABEL_0']",6452d070a0c0a664a24afb73,7.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-05-03T21:41:45.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'has_space', 'region:us']",3,y
274,meghanabhange/Hinglish-Bert-Class,"['POSITIVE', 'NEUTRAL', 'NEGATIVE']",621ffdc136468d709f17dde5,7.0,0.0,['BertForSequenceClassification'],,,,text-classification,2021-05-19T23:12:59.000Z,"['transformers', 'pytorch', 'jax', 'bert', 'text-classification', 'region:us']",3,y
275,Abdelrahman-Rezk/emotion-english-distilroberta-base-fine_tuned_for_amazon_reviews_english_3,"['positive', 'neutral', 'negative']",64ef4d054d2ce50f2c41cdd0,7.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-08-30T14:56:20.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
276,adnanakbr/emotion-english-distilroberta-base-fine_tuned_for_amazon_english_reviews_on_200K_review,"['positive', 'neutral', 'negative']",64f081ee09630cfd1b737f39,7.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-08-31T15:10:34.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
277,yanezh/twiiter_try4_fold2,"['positive', 'negative', 'neutral']",646df79a9105e2cc569e089f,7.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-05-24T12:12:40.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
278,intanm/fin-sa-post-trained-indobert-base-finnews-5,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",64865870caf868de647e2082,7.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-06-11T23:41:25.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
279,dhikaardianto/TiktokSentimentIndoBertTwitter,"['LABEL_0 (Positive)', 'LABEL_1 (Neutral)', 'LABEL_2 (Negative)']",64e47feaebeb049d7a6f1600,7.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-08-22T09:31:07.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
280,tyqiangz/indobert-lite-large-p2-smsa,"['neutral', 'positive', 'negative']",621ffdc136468d709f1811a3,7.0,1.0,['AlbertForSequenceClassification'],['Indo4B'],id,,text-classification,2023-09-07T13:35:20.000Z,"['transformers', 'pytorch', 'safetensors', 'albert', 'text-classification', 'id', 'dataset:Indo4B', 'arxiv:2009.05387', 'indobert', 'indobenchmark', 'indonlu', 'license:mit', 'region:us']",3,y
281,Nelver28/sentiment-analysis-positive-mixed-negative,"['satisfied', 'mixed', 'non satisfied']",64868ad05ed73bf0a0acd81b,7.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-06-12T10:21:52.000Z,"['transformers', 'tf', 'distilbert', 'text-classification', 'generated_from_keras_callback', 'license:apache-2.0', 'region:us']",3,y
282,kartashoffv/vashkontrol-sentiment-rubert,"['Positive', 'Neutral', 'Negative']",64c5803ee77ea9f2813e599d,7.0,1.0,['BertForSequenceClassification'],['kartashoffv/vash_kontrol_reviews'],['ru'],['f1'],text-classification,2023-08-06T15:44:16.000Z,"['transformers', 'pytorch', 'tensorboard', 'safetensors', 'bert', 'text-classification', 'ru', 'dataset:kartashoffv/vash_kontrol_reviews', 'generated_from_trainer', 'sentiment', 'license:mit', 'region:us']",3,y
283,zainalq7/autotrain-NLU_crypto_sentiment_analysis-754123133,"['positive', 'neutral', 'negative']",625db01f1decffbc2db9a123,7.0,2.0,['RobertaForSequenceClassification'],['zainalq7/autotrain-data-NLU_crypto_sentiment_analysis'],unk,,text-classification,2022-04-18T18:39:48.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'unk', 'dataset:zainalq7/autotrain-data-NLU_crypto_sentiment_analysis', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
284,cardiffnlp/xlm-v-base-tweet-sentiment-fr,"['positive', 'neutral', 'negative']",64230cf487d013808ca585ea,6.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-03-28T15:59:08.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
285,CK42/sentiment_analysis_sbcBI,"['LABEL_2', 'LABEL_0', 'LABEL_1']",62f7f5e714fce474671512ca,6.0,0.0,['DistilBertForSequenceClassification'],['Confidential'],en,,text-classification,2022-08-13T19:33:23.000Z,"['transformers', 'pytorch', 'tf', 'distilbert', 'text-classification', 'en', 'dataset:Confidential', 'arxiv:1810.04805', 'exbert', 'license:apache-2.0', 'region:us']",3,y
286,adnanakbr/bert-base-multilingual-uncased-sentiment-fine_tuned_for_amazon_english_reviews_on_200K_review_v2,"['positive', 'neutral', 'negative']",64f0e9310650bf1e0e46cca1,6.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-09-01T04:31:27.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
287,mirfan899/da_spacy_sentiment,"['neutral', 'negative', 'positive']",643d3635af3fe078a3994a72,6.0,0.0,,,['da'],,text-classification,2023-05-23T04:26:11.000Z,"['spacy', 'da', 'text-classification', 'region:us']",3,y
288,cardiffnlp/xlm-v-base-tweet-sentiment-en,"['positive', 'neutral', 'negative']",64230964a2d4e5b6b7364009,6.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-03-28T15:44:45.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
289,DunnBC22/bert-base-uncased-Twitter_Sentiment_Analysis_v2,"['positive', 'neutral', 'negative']",642b99a92f14a5470cf96f9d,6.0,1.0,['BertForSequenceClassification'],,,['accuracy'],text-classification,2023-04-05T13:56:13.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
290,TankuVie/bert-base-multilingual-uncased-vietnamese_sentiment_analysis,"['positive', 'neutral', 'negative']",64c371025b7862ce8739cc1f,6.0,0.0,['BertForSequenceClassification'],['vietnamese_students_feedback'],,['accuracy'],text-classification,2023-07-28T07:49:32.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'dataset:vietnamese_students_feedback', 'generated_from_trainer', 'license:apache-2.0', 'model-index', 'region:us']",3,y
291,duwuonline/mymodel-classify-sentiment,"['POS', 'NEU', 'NEG']",64c7d483bc292c60602fe4fa,6.0,0.0,['XLMRobertaForSequenceClassification'],,,"['f1', 'accuracy']",text-classification,2023-07-31T16:28:41.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
292,Tobias/bert-base-german-cased_German_Hotel_sentiment,"['Positive', 'Neutral', 'Negative']",6270f42d7b9f120adb3635dc,6.0,0.0,['BertForSequenceClassification'],,de,,text-classification,2022-05-03T11:17:15.000Z,"['transformers', 'tf', 'bert', 'text-classification', 'de', 'license:apache-2.0', 'region:us']",3,y
293,eevvgg/PaReS-sentimenTw-political-PL,"['Positive', 'Neutral', 'Negative']",636e64b867692798149a6c29,6.0,1.0,['BertForSequenceClassification'],,['pl'],"['accuracy', 'f1']",text-classification,2022-11-23T11:10:38.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'pl', 'text', 'sentiment', 'politics', 'model-index', 'region:us']",3,y
294,venetis/distilroberta-base-finetuned-3d-sentiment,"['LABEL_2', 'LABEL_1', 'LABEL_0']",64f42cfa27065a1e6179d96a,6.0,0.0,['RobertaForSequenceClassification'],,,"['accuracy', 'precision', 'recall', 'f1']",text-classification,2023-09-03T10:26:54.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",3,y
295,A-Funakoshi/bert-finetuned-multilingual-sentiments,"['neutral', 'positive', 'negative']",64dbfc8de7bc8544f9b02a01,6.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-08-15T22:32:04.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
296,devtanumisra/finetuning-sentiment-model-deberta-smote,"['Positive', 'Negative', 'Neutral']",6371d44e91284164d1bd159a,6.0,0.0,['DebertaV2ForSequenceClassification'],,,"['accuracy', 'f1', 'precision', 'recall']",text-classification,2022-11-14T14:43:33.000Z,"['transformers', 'pytorch', 'tensorboard', 'deberta-v2', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
297,sasha/autotrain-BERTBase-TweetEval-1281248996,"['positive', 'neutral', 'negative']",62ff812a99abacb6f296f4c0,6.0,0.0,['BertForSequenceClassification'],['sasha/autotrain-data-BERTBase-TweetEval'],['unk'],,text-classification,2022-08-19T12:30:42.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'unk', 'dataset:sasha/autotrain-data-BERTBase-TweetEval', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
298,cardiffnlp/mbert-base-tweet-sentiment-it,"['positive', 'neutral', 'negative']",641b952cfc5cd4c70cb0175d,6.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-03-22T23:56:08.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
299,candra/indobertweet-sentiment2,"['positive', 'neutral', 'negative']",64e5d8e3b54bee224c2a7a57,6.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-08-28T03:56:48.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
300,Jonathan0528/bert-base-uncased-financial-news-sentiment,"['Neutral', 'Bullish', 'Bearish']",6503c576e005508f517d2902,6.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-09-15T02:46:40.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
